album;song_title;section;lyric_bait;meaning_bait;source
Scorpion;After Dark (Ft. Static Major & Ty Dolla $ign);Chorus: Drake, Static Major & Both;"In the whip solo
No one's gotta know (After dark)
Knockin' at your door
I don't gotta work anymore (After dark)
You can
Put your phone down, you're gonna need two hands (After dark)
You can't get enough
Girl, you know I set it up, for after dark";Bait ini menggambarkan suasana intim yang penuh gairah dan kebebasan, di mana narator mengajak pasangan untuk menikmati momen malam tanpa gangguan, melepaskan segala tekanan dan aturan yang ada di siang hari.;genius.com
Scorpion;After Dark (Ft. Static Major & Ty Dolla $ign);Verse 1: Drake & Static Major;"Late night like Left Eye, I'm creepin'
Assuming the worst 'cause I haven't heard from you all weekend
Your silence is drivin' me up the wall, up the wall
I cannot tell if you're duckin' calls or missin' calls
'Cause you've been so patient
I drink on the job and smoke on the job
So, I don't know how serious you take it
Can't offer much more, you've heard it before
That narrative for me isn't changin'
I wanna make you a priority
I wanna let you know there's more to me
I wanna have your faith restored in me
I'll be on my way (After dark)";Bait ini menggambarkan perasaan cemas dan kebingungan narator karena jarang mendengar kabar dari pasangannya, yang membuatnya mempertanyakan komitmen dan niat hubungan mereka, meskipun dia ingin memperbaiki keadaan dan menunjukkan keseriusannya.;genius.com
Scorpion;After Dark (Ft. Static Major & Ty Dolla $ign);Chorus: Drake, Static Major, Ty Dolla $ign, Drake & Static;"In the whip solo, no one's gotta know
(No one's gotta know) after dark
Knockin' at your door, I don’t gotta work anymore
(I don't gotta work no more) after dark
You can, put your phone down, you’re gonna need two hands
(Ooh yeah, ooh yeah) after dark
You can't get enough
Girl, you know I set it up, for after dark";Bait ini menggambarkan suasana malam yang penuh dengan kemesraan dan kebebasan, di mana narator mengajak pasangan untuk menikmati waktu berdua tanpa gangguan, meninggalkan pekerjaan dan dunia luar, serta merasakan kedekatan mereka secara intim.;genius.com
Scorpion;After Dark (Ft. Static Major & Ty Dolla $ign);Verse 2: Ty Dolla $ign;"Late night, me and you, got you wet like the pool
Then I'm tryna dive in, put some time in, yeah
Get the vibe right, get your mind right
It's gon' be a long night (Ooh yeah)
Put your feet in this water, don't wanna get your hair wet
We've hooked up a couple times, we ain't took it there yet
You broke up with your man and ain't been with nobody else
You like, ""Fuck these niggas,"" rather keep it to yourself
He did you wrong, he left you down bad
Now you can't trust nobody
You said, ""Do anything, but just don't lie to me""
I said I ride for you, girl, you said you ride for me
Umm, pulled up to the show then we got ghost
And when it's after dark anything goes";Bait ini menggambarkan hubungan yang penuh dengan ketegangan emosional dan fisik, di mana kedua individu tersebut berusaha untuk mengatasi masa lalu yang buruk dan merasakan kebebasan di malam hari. Ada kedekatan yang terjadi, namun tetap ada keraguan dan keengganan untuk sepenuhnya mempercayai satu sama lain.;genius.com
Scorpion;After Dark (Ft. Static Major & Ty Dolla $ign);Chorus: Drake, Static Major, Ty Dolla $ign, Drake & Static;"In the whip solo, no one's gotta know
(No one's gotta know) after dark
Knockin' at your door, I don’t gotta work anymore
(I don't gotta work no more) after dark
You can, put your phone down, you’re gonna need two hands
(Ooh yeah, ooh yeah) after dark
You can't get enough
Girl, you know I set it up, for after dark";Bait ini menggambarkan pertemuan rahasia dan intim yang terjadi pada malam hari, di mana keduanya menikmati kebersamaan tanpa gangguan dari dunia luar. Lirik ini menekankan rasa bebas dan santai, dengan fokus pada kenyamanan satu sama lain tanpa harus mengkhawatirkan apa pun.;genius.com
Scorpion;Final Fantasy;Verse 1;"Yeah, I never really
Talk about dick that I wanna give you or places I wanna get to
Neck grab, hair grab
Arch back, heart attack, cardiac
I need it nasty like, like Evil Angel, like Vivid
You know, nasty like how they give it
You know, I need you to be open like Kai's kitchen
That pussy kinda sound like waves hittin' (Kshh!)
Soothin', keep it right there, no movin'
Make my way around the bases-es
I wanna take you to oasises
Bein' honest, I don't really know what patience is
Ayy, freaky like the red leather Michael
Zombie revival, this ain't like you
This that new you, this ain't high school (Hi)
I like best when you're fresh faced and no foundation
Willin' and ready for the takin'
Earth-shatterin', groundbreakin'
Headscarf for after our relations
No judgment is our arrangement
Make that face up if you dare
But just be prepared that I am gonna cause that lipstick to smear
And the mascara tears to run down
I always need a glass of wine by sundown
I always get your ass over here somehow
I hope that the apocalypse is the only thing that doesn't come now, we’re one now";Bait ini menggambarkan keinginan dan hasrat yang sangat kuat terhadap pasangan, dengan fokus pada hubungan fisik yang intens dan eksplisit. Lirik ini mengekspresikan fantasi dan gairah yang mendalam, sambil menekankan kebebasan dan ketulusan tanpa penilaian dalam hubungan tersebut.;genius.com
Scorpion;Final Fantasy;Interlude;"Did somebody…
Who'd they say that baby look like?
Drake!";Bait ini mengacu pada komentar atau gosip tentang siapa yang mirip dengan bayi dalam konteks hubungan pribadi Drake, dengan mungkin merujuk pada isu-isu seputar ayah dan identitasnya. Kalimat ini bisa juga menggambarkan reaksi terhadap kehadiran anaknya atau identitas publik yang terkait dengan dirinya.;genius.com
Scorpion;Final Fantasy;Verse 2;"Cashed out, my neck is frozen
Careful when we're mixin' potion
Slashin' like Guns N' Roses
You got options, but I been chosen
To deal with you the way you like
The way you like it (Woo woo, woo woo)
To deal with you the way you like
The way you like it (Woo woo, woo woo)
Cashed out, my neck is frozen
Careful when we're mixin' potion
Slashin' like Guns N' Roses
You got options, but I been chosen
To deal with you the way you like
The way you like it, yeah";Bait ini menggambarkan kepercayaan diri Drake yang menunjukkan kemewahan dan status sosialnya, dengan menyebutkan kekayaan (‘necks frozen’) dan kemampuan untuk memanjakan pasangannya dengan cara yang mereka sukai. ‘Mixing potion’ bisa merujuk pada campuran gaya hidup yang hedonistik dan penuh petualangan, seperti yang sering digambarkan dalam lirik-lirik Drake.;genius.com
Scorpion;Mar-14;Verse;"Yesterday morning was crazy
I had to come to terms with the fact that it's not a maybe
That shit is in stone, sealed and signed
She not my lover like ""Billie Jean"", but the kid is mine
Sandi used to tell me all it takes is one time
And all it took was one time
Shit, we only met two times, two times
And both times were nothin' like the new times
Now it's rough times, I'm out here on front lines
Just tryin' to make sure that I see him sometimes
It's breakin' my spirit
Single father, I hate when I hear it
I used to challenge my parents on every album
Now I'm embarrassed to tell 'em I ended up as a co-parent
Always promised the family unit
I wanted it to be different because I've been through it
But this is the harsh truth now
And fairy tales are saved for the bedtime stories I tell you now
I don't want you worry 'bout whose house you live at
Or who loves you more or who's not there
Who did what to who 'fore you got here
Nah, look, I'm too proud
To let that come between me and you now
Realize I gotta think for two now
I gotta make it, I better make it
I promise if I'm not dead then I'm dedicated
This the first positive DNA we ever celebrated
I can't forget the looks on they faces
Got the news in Miami that now we all got ones that we raisin'
Tell Gelo bring some Mod Rosé and the Baccarats out
For our cheers to the next generation
But this Champagne toast is short-lived
I got an empty crib in my empty crib
I only met you one time, introduced you to Saint Nick
I think he must've brought you like twenty gifts
Your mother say you growin' so fast that they don't even really fit
But man, you know
I still had to get it for my boy though, you know
You haven't met your grandfather yet, that nigga a trip
He probably coulda did stand-up
Yeah, but at the same time he's a stand up
And that's how you gon' be when it's time to man up
October baby for irony's sake, of course
I got this 11 tatted for somebody, now it's yours
And believe me, I can't wait to get a hundred more
Sorry I'm ventin', tryna cover ground
They said that in two weeks, you're supposed to come in town
Hopefully by the time you hear this
Me and your mother will have come around
Instead of always cuttin' each other down
God willin', I got a good feelin'
You got a good spirit
We'll talk more when you hear this my G";Bait ini menggambarkan perasaan Drake yang berjuang menghadapi kenyataan sebagai ayah tunggal setelah mengetahui bahwa anaknya adalah miliknya, meski hubungan dengan ibunya penuh tantangan. Ia berusaha sebaik mungkin untuk tetap mendukung anaknya meskipun berada dalam situasi yang jauh dari yang ia harapkan, dan merasa terjepit oleh perasaan bertanggung jawab serta kesedihan akan kenyataan ini.;genius.com
Scorpion;Mar-14;Outro;"I'm changing from boy to a man
No one to guide me, I'm all alone
No one to cry on
I need shelter from the rain, to ease the pain
Of changing from boy to a man
No one to guide me, I'm all alone
No one to cry on
I need shelter from the rain, to ease the pain
Of changing from boy to a man
I'm all alone
No one to cry on
I need shelter from the rain, to ease the pain
Of changing from boy to a man
Here we go again";Bait ini menggambarkan pergolakan emosional Drake saat berusaha beralih dari masa muda ke kedewasaan, merasa kesepian dan tidak memiliki petunjuk atau dukungan. Dia merasa terperangkap dalam proses perubahan tersebut, membutuhkan perlindungan dan kenyamanan untuk mengatasi rasa sakit yang datang bersamanya.;genius.com
More Life;Free Smoke;Intro: Nai Palm & Drake;"Is it the strength of your feelings
Overthrowing your pain?
You'll see new heights you’ll be reaching
And is it today that you will find your new release?
And in your wake, ripple your sweet fate
And more chune for your headtop
So watch how you speak on my name, you know?";Bait ini menggambarkan perjalanan emosional seseorang yang mencoba mengatasi rasa sakit dan mencari pembebasan, dengan harapan untuk mencapai kesuksesan yang lebih tinggi. Drake memperingatkan agar orang tidak berbicara sembarangan tentang dirinya, dengan menyiratkan bahwa tindakan dan kata-kata mereka dapat memengaruhi nasib mereka.;genius.com
More Life;Free Smoke;Verse 1;"Yeah, I couldn't get a bill paid
You couldn't buy the real thing
I was stayin’ up at yo' place
Tryin' to figure out the whole thing
I saw people doin' things
Almost gave up on the music thing
But we all so spoiled now
More life, more everything
Must have never had your phone tapped
All that yappin' on the phone shit
You must really love the road life
All that never comin' home shit";Bait ini menggambarkan perjuangan Drake di masa lalu untuk mencapai kesuksesan, serta kritikan terhadap mereka yang terobsesi dengan kehidupan jalanan dan status sosial tanpa menghargai hal-hal yang lebih penting. Drake mencerminkan perjalanan dari ketidakpastian menuju keberhasilan dan mencatat bagaimana banyak orang cenderung mengambil jalan yang salah meski ada kesempatan lebih baik.;genius.com
More Life;Free Smoke;Chorus;"Free smoke, free smoke, ayy
Free smoke, free smoke, ayy
Free smoke, free smoke, ayy";Ungkapan 'free smoke' dalam lirik ini bisa diartikan sebagai tantangan atau ancaman, di mana Drake menawarkan kritik atau konfrontasi secara terbuka kepada orang-orang yang berbicara buruk tentangnya. 'Free smoke' merujuk pada memberikan kesempatan bagi orang-orang tersebut untuk menghadapi konsekuensi dari perkataan mereka.;genius.com
More Life;Free Smoke;Verse 2;"Dom Rosé toast
Hidden Hills where I post
I start my day slow
Silk pajamas when I wake though
Miraval to the face though
I drunk text J-Lo
Old number, so it bounce back
Boi-1da got the bounce back
Used to get paid for shows in front-door money
Five, ten, twenties, hand sanitize after you count that
Me and Gibbo was about that
Eatin' Applebee's and Outback
Southwest, no first class
Hilton rooms, gotta double up
Writin’ our name on a double cup
We ain’t even have a tour bus
Girls wouldn't even think of recordin’ me
I fall asleep in sororities
I had some different priorities
Weezy had all the authority
Women I like was ignorin' me
Now they like, ""Aren't you adorable?""
I know the question rhetorical
I took the team plane from Oracle
Mama never used to cook much
Used to chef KD
Now me and Chef, KD
Bet on shots for twenty G's
I brought the game to its knees
I make too much these days to ever say, ""Poor me""
Where you at? I never see you";Lirik ini menggambarkan perubahan drastis dalam kehidupan Drake, dari masa-masa sulit saat ia berjuang dalam kariernya hingga mencapai kemewahan dan kesuksesan yang kini ia nikmati. Ia menyebutkan kenangan tentang kehidupan yang lebih sederhana, serta refleksi atas bagaimana pandangan orang terhadapnya berubah seiring waktu.;genius.com
More Life;Free Smoke;Chorus;"Free smoke, free smoke, ayy
Free smoke, free smoke, ayy
Free smoke, free smoke, ayy";Ungkapan 'free smoke' dalam lirik ini bisa diartikan sebagai tantangan atau ancaman, di mana Drake menawarkan kritik atau konfrontasi secara terbuka kepada orang-orang yang berbicara buruk tentangnya. 'Free smoke' merujuk pada memberikan kesempatan bagi orang-orang tersebut untuk menghadapi konsekuensi dari perkataan mereka.;genius.com
More Life;Free Smoke;Verse 3;"Niggas moves so waste
Please come outside the house and show yourself
So I can say it to your face
It’s bound to happen, man, it's gotta happen now
So let's just get it out the way
Lot of niggas goin' bad on me
Please, one at a time
I wanna move to Dubai
So I don't never have to kick it with none of you guys
I didn't listen to Hov on that old song
When he told me pay it no mind
I get more satisfaction outta goin' at your head
And seein' all of you die
And I seen a lot of you die";Lirik ini menunjukkan perasaan frustrasi dan kemarahan Drake terhadap orang-orang yang meragukan atau mengkritiknya. Ia menyatakan keinginan untuk menghadapi mereka langsung dan mengungkapkan perasaan secara terbuka, serta menggambarkan konflik internalnya tentang cara menangani tekanan dan persaingan.;genius.com
More Life;Free Smoke;Verse 4;"Hidden Hills where I post, yeah
'Ye already know, yeah
I'm the troublemaker in the neighborhood
Far as troublemakin' goes, yeah
House party up the road, yeah
I'm not Kid 'n Play
This kid doesn't play about the flow, yeah
Y'all keep playin' with your nose, yeah
You get high and do the most, yeah
How you let the kid fightin'
Ghost-writin' rumors turn you to a ghost?
Oh, you niggas got jokes
Free smoke, free smoke";Drake menggambarkan dirinya sebagai sosok yang tak kenal takut dan siap menghadapi masalah atau konflik. Ia mengkritik orang-orang yang terlalu terpengaruh oleh rumor tentang dirinya, khususnya terkait dengan isu ghostwriting, dan menegaskan bahwa ia tidak main-main dengan kariernya.;genius.com
More Life;Free Smoke;Outro: Baka;"Baka
Yeah, we outchea
Ya dun know, eh?
It's a OVO ting, eh?
Ya dun know, eh?
It's a East Side ting, eh?
Ya dun know, eh?
More life";Drake menyatakan dengan penuh percaya diri bahwa dia dan timnya (OVO) sedang berada di puncak, dengan menyebutkan asalnya dari East Side, serta menegaskan bahwa kesuksesannya adalah bagian dari perjalanan hidup yang lebih besar ('More life'). Ini adalah deklarasi identitas dan dominasi dalam dunia musik.;genius.com
More Life;No Long Talk (Ft. Giggs);Verse 1: Drake;"That’s Baka, he's a no-long-talker
Quick to let the motherfuckin' TEC slam
We don’t need to hear about a next man
Yutes talk down, then they get ran
Left them, get dipped from the whole ends
If Gilla call shots, no questions
G-Way til I'm restin'
But we still got love for the West End
If it's a chit-chat ting, better talk nice
Murda on the beat so it's not nice
Skull gets hot, then I'm not nice
You tryna date her and she been let me wop twice
Now you man are on a diss ting
Just know man like Chubbs
He's a fixer if I ever gotta fix tings
Just know man like Fif, he's a sickaz
You get tanned, he don’t miss things
Just know man like me, I’m a Sixer
And I oversee the whole thing
Yeah, I pree the whole thing (SN1)
Yeah, I pree the whole thing
Preme got the err tucked, can't see the whole thing
Niggas wanna talk splits, now we need the whole thing";Bait ini menegaskan kekuatan dan solidaritas kru OVO milik Drake, menunjukkan bahwa mereka tidak segan untuk bertindak terhadap siapa pun yang meremehkan mereka. Drake juga menyiratkan kendalinya terhadap operasi dan loyalitas terhadap rekan-rekannya, sambil menyindir para pesaing yang bicara banyak tapi tidak bertindak.;genius.com
More Life;No Long Talk (Ft. Giggs);Verse 2: Giggs;"Man gets duppied when we touch a button (Touch a button)
Man catch suckers, then we’re touchin' somethin' (Yeah)
Man get stuck in, yeah, we're stuck in somethin’ (Yeah)
Man gets wrappin' when we're suckin' somethin' (Straight)
Man gets battered with the crutch or somethin' (Battered)
Man bat bat it, then we buck or somethin' (Buck-bucker)
If man child play it, then we Chucky somethin' (Straight)
If man start throwin', then we're chuckin' somethin' (Hmm)
I'm on the best side, got the TEC lined
In the whip, on the left side, on a death ride (Switch it)
MAC-10 and the spesh flies, and the TEC slide
Nutty shit like somethin' just climbed out the X-Files (Ooh)
Textbook, like it's old school, like in textiles
Lighty lookin' healthy and she gets smiles
Home time, grab a quick drink and she gets wild
Sexy, and I rate that and her sex style (Switch it)
Fuckin' somethin', yeah nigga, fuckin' somethin' (Fuckin' somethin')
Back bent, pussy, I'll fuck her somethin' (Yeah)
Cognac, better grab a cup of somethin' (Cup of somethin')
Glue pussy like a nigga stuck or somethin' (Nah)
Stuck or somethin', like a nigga stuck or somethin' (Stuck or somethin')
Saw the monster, it's like a truck or somethin' (Jheeze)
Spread the pussy out, I'm 'bout to butter somethin' (Yeah)
Man gone Hollywood, it's like I'm Buck or somethin' (Buck)";Bait ini menampilkan gaya braggadocio khas rapper Giggs, dengan lirik yang menggambarkan kekerasan jalanan, dominasi seksual, dan kepercayaan diri tinggi. Gaya bahasa yang agresif dan penuh metafora memperkuat citra maskulinitas dan kekuasaan yang menjadi ciri khas subkultur grime dan rap Inggris.;genius.com
More Life;No Long Talk (Ft. Giggs);Outro: Giggs;"You dun know, it's Hollowman Giggs
Right now, just here with the big man Drizzy, you get me?
More Life flex, you dun know
OVO and SN1 to the world, brap";Bait ini adalah salam pembuka dari Giggs yang menekankan kolaborasi antara dirinya (Hollowman Giggs) dan Drake (Drizzy), sambil mempromosikan kebanggaan atas persatuan dua label mereka—OVO dan SN1—sebagai kekuatan global dalam musik.;genius.com
More Life;Passionfruit;Intro: Moodymann;"Hold on, hold on, fuck that
Fuck that shit
Hold on, I got to start this mothafuckin' record over again, wait a minute
Fuck that shit
Still on this mothafuckin’ record
I'ma play this mothafucka for y'all
Ayy, y’all get some more drinks goin' on
I'll sound a whole lot better";Bait ini adalah semacam intro atau interlude yang terdengar seperti rekaman DJ atau MC di sebuah pesta yang menghentikan dan mengulang lagu untuk membangun suasana santai dan hangat, menciptakan vibe yang cocok sebelum lagu 'Passionfruit' yang bernuansa lembut dan tropikal dimulai.;genius.com
More Life;Passionfruit;Verse 1;"Listen
Seein' you got ritualistic
Cleansin' my soul of addiction for now
'Cause I'm fallin' apart, yeah
Tension
Between us just like picket fences
You got issues that I won’t mention for now
’Cause we're fallin’ apart";"Lirik ""Passionfruit"" ini memang menunjukkan perubahan emosional yang signifikan, tetapi fokus utamanya lebih spesifik. Lirik ""Seein' you got ritualistic / Cleansin' my soul of addiction for now"" tidak secara langsung membicarakan perubahan fisik atau mental secara umum. Sebaliknya, baris ini secara jelas menggambarkan bagaimana kehadiran seseorang telah menjadi 'ritual' yang berfungsi sebagai pembersih sementara dari semacam 'adiksi'. Adiksi di sini bisa dimaknai sebagai ketergantungan pada orang tersebut atau hal-hal lain yang merusak dalam hidupnya.

Lalu, lirik ""Cause I'm fallin' apart, yeah"" berfungsi sebagai alasan utama mengapa ia membutuhkan 'ritual' tersebut. Ini bukan hanya tentang kesulitan menghadapi perubahan, melainkan pengakuan yang jujur bahwa ia sedang berada di titik terendah atau merasa hidupnya berantakan. Jadi, daripada sekadar kesulitan, ini adalah sebuah momen kerentanan yang intens. Kehadiran orang yang dicintai menjadi satu-satunya cara untuk mendapatkan kembali ketenangan, meskipun hanya sesaat.

Secara keseluruhan, konteks emosional dalam lirik ini berpusat pada ketergantungan emosional yang mirip dengan adiksi, bukan sekadar patah hati atau kesuksesan. Penggunaan kata ""ritualistic"" dan ""cleansin' my soul"" adalah metafora kuat yang menunjukkan bahwa ia sedang mencari pemulihan dari kehancuran batinnya. Ini adalah potret dari seseorang yang rapuh dan bergantung pada orang lain untuk mendapatkan stabilitas, bahkan jika ia sadar bahwa itu tidak akan bertahan lama.";genius.com
More Life;Passionfruit;Chorus;"Passionate from miles away
Passive with the things you say
Passin' up on my old ways
I can't blame you, no, no
Passionate from miles away
Passive with the things you say
Passin' up on my old ways
I can’t blame you, no, no";"Bait ini mencerminkan konflik dalam hubungan jarak jauh, di mana sang kekasih tetap menunjukkan gairah dari kejauhan, namun bersikap pasif dalam komunikasi; Drake menyadari bahwa dirinya pun sedang mencoba meninggalkan kebiasaan lamanya, dan ia tidak menyalahkan pasangannya atas perubahan yang terjadi.";genius.com
More Life;Passionfruit;Verse 2;"Listen
Harder buildin' trust from a distance
I think we should rule out commitment for now
'Cause we're fallin' apart
Leavin'
You're just doing that to get even
Don't pick up the pieces, just leave it for now
They keep fallin' apart";"Bait ini menggambarkan kesulitan membangun kepercayaan dalam hubungan jarak jauh, sehingga Drake menyarankan untuk tidak berkomitmen dulu karena hubungan mereka terus memburuk; ia juga menuding bahwa kepergian pasangannya hanyalah aksi balas dendam emosional, bukan solusi nyata.";genius.com
More Life;Passionfruit;Chorus;"Passionate from miles away
Passive with the things you say
Passin' up on my old ways
I can't blame you, no, no
Passionate from miles away
Passive with the things you say
Passin' up on my old ways
I can't blame you, no, no";"Drake mencerminkan dinamika hubungan jarak jauh di mana pasangannya tetap penuh gairah secara emosional dari kejauhan, namun menjadi pasif atau tidak jujur dalam ucapannya; ia menyadari perubahan dalam dirinya dan tidak menyalahkan pasangannya atas situasi yang terjadi.";genius.com
More Life;Jorja Interlude (Ft. Jorja Smith);Refrain: Jorja Smith;"When you see them fall down
But you pick 'em up
You still let them touch the ground
Don't worry, I swear
They'll know you're trying to help 'em";Bait ini menyampaikan pesan bahwa meskipun niat kita untuk membantu seseorang terkadang tidak sempurna atau tidak berhasil mencegah mereka jatuh, niat tulus tersebut tetap akan dikenali dan dihargai suatu saat nanti.;genius.com
More Life;Jorja Interlude (Ft. Jorja Smith);Verse: Drake;"Tryna stay light on my toes
Just ran a light in a Rolls
Told me I'm lookin' exhausted
You hit it right on the nose
I'm tired of all of these niggas
I'm tired of all of these hoes
Worried 'bout takin' my lane
They ain't even got on the road
They turn they back and they leave you
They gon' be back when they need you
I practice good over evil
Flippin' the script like a read-through
Yeah, all of my brothers, we equal
I play my part too, like a sequel
You tell your niggas you got 'em on anything
Question is, do they believe you?
'Specially when you never come through
So much hate inside your heart
We don't even know what we done to you
We just know shit gettin' run through
Never chase it, let it come to you
You out here tellin' everybody everything
You niggas move like the one-two, yeah";Bait ini menggambarkan kelelahan emosional dan mental Drake karena tekanan dari lingkungan sekitarnya—baik dari teman, wanita, maupun pesaing yang iri—sekaligus mengkritik orang-orang yang tidak tulus, oportunis, dan hanya datang saat butuh. Drake menegaskan pentingnya integritas, kesetaraan di antara rekan, dan memilih untuk membalas kebencian dengan kebaikan.;genius.com
More Life;Jorja Interlude (Ft. Jorja Smith);Refrain: Jorja Smith;"When you see them fall down
But you pick 'em up
You still let them touch the ground
Don't worry, I swear
They'll know you're trying to help 'em
They'll know you're trying to help 'em
They'll know you're trying to help 'em
They'll know you're trying to help 'em
They'll know, they'll know";Bait ini menggambarkan perasaan Drake yang berusaha membantu orang-orang yang sedang jatuh atau kesulitan, meskipun mereka tidak langsung menghargai atau memahami bantuannya. Meskipun ada ketidaksempurnaan dalam proses itu, Drake yakin bahwa niat baiknya tetap akan terlihat dan dihargai di kemudian hari.;genius.com
More Life;Jorja Interlude (Ft. Jorja Smith);Outro: Drake;"And more chune for your headtop
So watch how you speak on my name, you know?";Bait ini mengandung peringatan agar orang berhati-hati dalam berbicara tentang nama Drake, karena kata-kata mereka bisa berbalik merugikan mereka, sementara Drake tetap meluncurkan lebih banyak karya ('chune') sebagai bentuk respons.;genius.com
More Life;Get It Together (Ft. Black Coffee & Jorja Smith);Verse 1: Jorja Smith;"Hello
I've been hurt so many times
It got to a point
When I decided
I can't do this anymore
I need someone to hold me
I need someone that needs me
I need someone that loves me";Bait ini menggambarkan perasaan seseorang yang telah terluka berkali-kali hingga merasa kelelahan dan membutuhkan dukungan serta cinta dari orang lain yang benar-benar peduli padanya.;genius.com
More Life;Get It Together (Ft. Black Coffee & Jorja Smith);Chorus: Drake, Both;"You need me to get that shit together
So we can get together
You need me to get that shit together
So we can get together
You need me to
(Yeah, yeah)
You need me to";Bait ini menggambarkan seseorang yang merasa bahwa hubungan mereka hanya bisa berjalan dengan baik jika keduanya bisa menyelesaikan masalah pribadi dan emosional mereka terlebih dahulu. Ada perasaan bahwa untuk dapat bersatu kembali, salah satu pihak perlu terlebih dahulu memperbaiki dirinya.;genius.com
More Life;Get It Together (Ft. Black Coffee & Jorja Smith);Verse 2: Jorja Smith;"You know, we don't have to be dramatic
Just romantic
Do all the little things, little things, little things
That excites me
As your woman
Give me a kiss goodnight
Over the phone
When you're working late
When you're out of town
Tell me how much you need this
'Cause we deserve it
We can be together, but";Bait ini menggambarkan keinginan seseorang untuk hubungan yang tidak berlebihan atau dramatis, tetapi penuh dengan romantisme sederhana yang menunjukkan perhatian dan kasih sayang, seperti memberi ciuman selamat malam atau memberi kabar meskipun sedang terpisah jarak.;genius.com
More Life;Get It Together (Ft. Black Coffee & Jorja Smith);Chorus: Both, Drake;"You need me to get that shit together
So we can get together
You need me to get that shit together
So we can get together
You need me to (Yeah, yeah)
You need me to (Yeah)
You need me to";Bait ini menggambarkan seseorang yang merasa bahwa untuk hubungan mereka berjalan baik, mereka harus terlebih dahulu menyelesaikan masalah atau kekurangan yang ada, dan bahwa pasangannya juga perlu mengambil tanggung jawab dalam proses tersebut.;genius.com
More Life;Get It Together (Ft. Black Coffee & Jorja Smith);Outro: Drake & Burna Boy;"Hold one vibes
Pree more life
Cuh we ah pree more life
Dun know already, cuz";Bait ini mengungkapkan semangat positif dan rasa antusiasme terhadap kehidupan, di mana Drake mengajak pendengarnya untuk menikmati dan merayakan hidup tanpa beban. 'Pree more life' berarti untuk memandang kehidupan dengan perspektif yang lebih luas dan penuh kemungkinan.;genius.com
More Life;Madiba Riddim;Chorus;"I cannot tell who is my friend
I need distance between me and them
Gonna have to teach me how to love you again
God knows I'm trying
God knows I'm trying for you
God knows I'm trying";Bait ini menggambarkan perasaan kebingungan dan kesulitan dalam menjalin hubungan, baik dengan teman maupun pasangan. Drake merasa terasing dan kesulitan untuk kembali belajar bagaimana mencintai, meskipun dia sudah berusaha keras untuk itu.;genius.com
More Life;Madiba Riddim;Verse 1;"God knows it
Pure mind and pure soul I possess, He knows it
Anointed and protected, I was chosen
My heart is way too frozen to get broken";Bait ini mencerminkan keyakinan Drake tentang dirinya yang telah dipilih dan dilindungi oleh kekuatan yang lebih besar, dengan hati yang sangat terluka dan tidak mudah hancur. Dia percaya bahwa dia memiliki pikiran dan jiwa yang murni, serta dilindungi dari kesulitan yang datang.;genius.com
More Life;Madiba Riddim;Pre-Chorus;"I seen man turn fool for the money
One too many times
I seen some girls turn their back
On their best friend from time
I heard you say things that you can't take back, girl, no time
I need you to go easy now and fix up one time";Drake mengamati bagaimana uang dan emosi dapat merusak hubungan, baik itu dengan teman maupun pasangan, dan menyoroti betapa kata-kata yang telah diucapkan tidak bisa diambil kembali. Dia meminta agar seseorang memperbaiki sikap dan perlahan-lahan mengatasi masalah tersebut.;genius.com
More Life;Madiba Riddim;Chorus;"I cannot tell who is my friend
I need distance between me and them
Gonna have to teach me how to love you again
God knows I'm trying
God knows I'm trying for you
God knows I'm trying";Drake mengungkapkan rasa kesulitan dalam membedakan siapa teman sejati dalam hidupnya dan merasakan perlunya jarak dengan orang-orang di sekitarnya. Dia juga menunjukkan usaha kerasnya untuk memulihkan hubungan yang telah terluka, khususnya dalam hal mencintai lagi seseorang.;genius.com
More Life;Madiba Riddim;Verse 2;"People change, I'm not surprised
Devil's working overtime
Voodoo spells put on my life
It won't work, they all have tried";Bait ini menggambarkan sikap Drake yang tidak terkejut dengan perubahan orang di sekitarnya dan bagaimana ia merasa tidak terpengaruh oleh upaya-upaya negatif (seperti sihir atau perbuatan buruk) yang diarahkan kepadanya.;genius.com
More Life;Madiba Riddim;Pre-Chorus;"I seen man turn fool for the money
One too many times
I seen some girls turn their back
On their best friend from time
I heard you say things that you can't take back, girl, no time
I need you to go easy now and fix up one time";Bait ini menggambarkan kekecewaan Drake terhadap perubahan perilaku orang-orang yang dipengaruhi oleh uang, serta ketegangan dalam hubungan pribadi akibat kata-kata yang tidak bisa diambil kembali. Drake meminta agar orang tersebut lebih bijaksana dan memperbaiki sikapnya.;genius.com
More Life;Madiba Riddim;Chorus;"I cannot tell who is my friend
I need distance between me and them
Gonna have to teach me how to love you again
God knows I'm trying
God knows I'm trying for you
God knows I'm trying";Bait ini menunjukkan keraguan Drake tentang siapa yang benar-benar dapat dipercaya, serta kesulitan dalam membangun kembali hubungan dengan seseorang yang penting baginya. Dia merasa terjauhkan dan berusaha keras untuk memperbaiki hubungan tersebut.;genius.com
